Epoch 1/15, Loss: 1.8645
Epoch 2/15, Loss: 0.6964
Epoch 3/15, Loss: 0.6490
Epoch 4/15, Loss: 0.6074
Epoch 5/15, Loss: 0.5786
Epoch 6/15, Loss: 0.6040
Epoch 7/15, Loss: 0.5756
Epoch 8/15, Loss: 0.5896
Epoch 9/15, Loss: 0.5983
Epoch 10/15, Loss: 0.5891
Epoch 11/15, Loss: 0.5926
Epoch 12/15, Loss: 0.5764
Epoch 13/15, Loss: 0.5950
Epoch 14/15, Loss: 0.6058
Epoch 15/15, Loss: 0.5956
